"paper_id","doi","title","year","venue","scis_rank","f1_provisional","preprint_paper"
"doi:10.1109/msr66628.2025.00043","10.1109/MSR66628.2025.00043","Too Noisy To Learn: Enhancing Data Quality for Code Review Comment Generation","2025","Proceedings 2025 IEEE ACM 22nd International Conference on Mining Software Repositories MSR 2025","A","Evaluation Research","published"
"doi:10.1109/ro-man63969.2025.11217707","10.1109/RO-MAN63969.2025.11217707","Reasoning LLMs for User-Aware Multimodal Conversational Agents","2025","IEEE International Workshop on Robot and Human Communication Ro Man","Not found","Evaluation Research","published"
"doi:10.1109/tvcg.2025.3535332","10.1109/TVCG.2025.3535332","PromptAid: Visual Prompt Exploration, Perturbation, Testing and Iteration for Large Language Models","2025","IEEE Transactions on Visualization and Computer Graphics","A*","Evaluation Research","published"
"doi:10.1109/compsac65507.2025.00081","10.1109/COMPSAC65507.2025.00081","Ontology-based Adaptive Knowledge System (OAKS): Adaptive and Consistent Knowledge Acquisition through LLMs for Diverse User Backgrounds","2025","Proceedings 2025 IEEE 49th Annual Computers Software and Applications Conference Compsac 2025","Not found","Evaluation Research","published"
"doi:10.1109/access.2025.3633086","10.1109/ACCESS.2025.3633086","Comparative Analysis of the Code Generated by Popular Large Language Models (LLMs) for MISRA C++ Compliance","2025","IEEE Access","A","Evaluation Research","published"
"doi:10.1109/itt69610.2025.11352914","10.1109/ITT69610.2025.11352914","AI Augmented Software Engineering - A Case of Competency-Based Education and its Institutional Effectiveness","2025","2025 10th International Conference on Information Technology Trends Itt 2025","Not found","Evaluation Research","published"
"doi:10.18653/v1/2025.acl-long.1323","10.18653/v1/2025.acl-long.1323","Controllable and Reliable Knowledge-Intensive Task-Oriented Conversational Agents with Declarative Genie Worksheets","2025","Proceedings of the Annual Meeting of the Association for Computational Linguistics","A*","Evaluation Research","published"
"doi:10.1109/access.2025.3638804","10.1109/ACCESS.2025.3638804","Enhancing Algorithm Comprehension for Visually Impaired Individuals With LLM-Based Programming Code Segmentation","2025","IEEE Access","A","Evaluation Research","published"
"doi:10.1007/s40692-025-00375-w","10.1007/s40692-025-00375-w","Adoption of AI-coding assistants in programming education: exploring trust and learning motivation through an extended technology acceptance model","2025","Journal of Computers in Education","A","Evaluation Research","published"
"doi:10.1109/cseet66350.2025.00007","10.1109/CSEET66350.2025.00007","Insights from the Frontline: GenAI Utilization Among Software Engineering Students","2025","Software Engineering Education Conference Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/csecs64665.2025.11009821","10.1109/CSECS64665.2025.11009821","Empowering Software Architects with Artificial Intelligence: Analyzing GitHub Copilot's Role in Modern Architecture Design","2025","Csecs 2025 Proceedings of 2025 7th International Conference on Software Engineering and Computer Science","Not found","Evaluation Research","published"
"doi:10.1109/icebe68123.2025.00012","10.1109/ICEBE68123.2025.00012","LLM-Powered ChatOps Approach to Microservice Deployment Pipeline Automation and Monitoring","2025","Proceedings 2025 IEEE International Conference on E Business Engineering Icebe 2025","Not found","Evaluation Research","published"
"doi:10.1109/ase63991.2025.00117","10.1109/ASE63991.2025.00117","Learning Project-wise Subsequent Code Edits via Interleaving Neural-based Induction and Tool-based Deduction","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.1109/esem64174.2025.00050","10.1109/ESEM64174.2025.00050","A Vision for Debiasing Confirmation Bias in Software Testing via LLM","2025","International Symposium on Empirical Software Engineering and Measurement","A","Evaluation Research","published"
"doi:10.2118/229540-ms","10.2118/229540-MS","Prompting Autonomous Agents and LLMs in Energy Operations, Efficiency Gains or Hidden Liabilities?","2025","Society of Petroleum Engineers Adipec 2025","Not found","Evaluation Research","published"
"doi:10.25103/jestr.186.21","10.25103/jestr.186.21","Next-Generation Software Testing with Generative AI: LLMs, Self-Healing Systems, and Implementation Insights","2025","Journal of Engineering Science and Technology Review","Not found","Evaluation Research","published"
"doi:10.1109/ecrime66972.2025.11327719","10.1109/eCrime66972.2025.11327719","Defense of the Clones: Securing Web Applications with Automatic Honeypot Generation and Deployment","2025","Ecrime Researchers Summit Ecrime","Not found","Evaluation Research","published"
"doi:10.1109/acdsa65407.2025.11166110","10.1109/ACDSA65407.2025.11166110","The Transformative Influence of LLMs on Software Development & Developer Productivity","2025","International Conference on Artificial Intelligence Computer Data Sciences and Applications Acdsa 2025","Not found","Evaluation Research","published"
"doi:10.15849/ijasca.250730.11","10.15849/IJASCA.250730.11","Assessing ChatGPT's Capability in Extracting Architectural Elements from Software Systems","2025","International Journal of Advances in Soft Computing and Its Applications","Not found","Evaluation Research","published"
"doi:10.1109/compsac65507.2025.00161","10.1109/COMPSAC65507.2025.00161","Intent Based E2E Automated Test Case Generation for Web Applications Using LLM","2025","Proceedings 2025 IEEE 49th Annual Computers Software and Applications Conference Compsac 2025","Not found","Evaluation Research","published"
"doi:10.1109/access.2025.3545882","10.1109/ACCESS.2025.3545882","Exploring the Integration of Generative AI Tools in Software Testing Education: A Case Study on ChatGPT and Copilot for Preparatory Testing Artifacts in Postgraduate Learning","2025","IEEE Access","A","Evaluation Research","published"
"doi:10.1109/cascon66301.2025.00025","10.1109/CASCON66301.2025.00025","Can We Trust the AI Pair Programmer? Copilot for API Misuse Detection and Correction","2025","Proceedings 2025 IEEE International Conference on Collaborative Advances in Software and Computing Cascon 2025","Not found","Evaluation Research","published"
"doi:10.1109/icwr65219.2025.11006172","10.1109/ICWR65219.2025.11006172","Assessing Large Language Models as Agile Scrum Masters: A Comparative Study of Project Planning Efficiency","2025","International Conference on Web Research Icwr","Not found","Evaluation Research","published"
"doi:10.1109/icmi65310.2025.11141320","10.1109/ICMI65310.2025.11141320","Exploring Prompt Patterns in AI-Assisted Code Generation: Towards Faster and More Effective Developer-AI Collaboration","2025","2025 IEEE 4th International Conference on Computing and Machine Intelligence Icmi 2025 Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/icpc66645.2025.00039","10.1109/ICPC66645.2025.00039","Extracting Formal Specifications from Documents Using LLMS for Test Automation","2025","IEEE International Conference on Program Comprehension","A","Evaluation Research","published"
"doi:10.1109/cseet66350.2025.00023","10.1109/CSEET66350.2025.00023","Students' Perception of ChatGPT in Software Engineering: Lessons Learned from Five Courses","2025","Software Engineering Education Conference Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/milcom64451.2025.11310199","10.1109/MILCOM64451.2025.11310199","Generative Model-Driven Code Creation and Vulnerability Analysis for Developmental Applications","2025","Proceedings IEEE Military Communications Conference MILCOM","Not found","Evaluation Research","published"
"doi:10.1109/icse55347.2025.00138","10.1109/ICSE55347.2025.00138","Does GenAI Make Usability Testing Obsolete?","2025","Proceedings International Conference on Software Engineering","Not found","Evaluation Research","published"
"doi:10.1109/deeptest66595.2025.00012","10.1109/DeepTest66595.2025.00012","On the Effectiveness of LLMs for Manual Test Verifications","2025","Proceedings 2025 IEEE ACM International Workshop on Deep Learning for Testing and Testing for Deep Learning Deeptest 2025","Not found","Evaluation Research","published"
"doi:10.1109/cseet66350.2025.00008","10.1109/CSEET66350.2025.00008","Towards Implementing and Evaluating AI-Assisted Pull Requests in Software Engineering Education","2025","Software Engineering Education Conference Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/iccbe65177.2025.11255927","10.1109/ICCBE65177.2025.11255927","Human-Robot Collaboration with Large Language Model for Model Construction Using Complex Software","2025","Proceedings of the 2025 IEEE International Conference on Computation Big Data and Engineering Iccbe 2025","Not found","Evaluation Research","published"
"doi:10.1109/aemcse65292.2025.11042761","10.1109/AEMCSE65292.2025.11042761","Intent-driven Web UI Tests Repair with LLM","2025","2025 8th International Conference on Advanced Electronic Materials Computers and Software Engineering Aemcse 2025","Not found","Evaluation Research","published"
"doi:10.1109/admit67050.2025.11337038","10.1109/ADMIT67050.2025.11337038","Integrating Digital Twins, LLM Agents, and Machine Learning for Advanced Smart Manufacturing Systems","2025","Admit 2025 Conference Proceedings 2025 4th International Conference on Algorithms Data Mining and Information Technology","Not found","Evaluation Research","published"
"doi:10.1109/istas65609.2025.11269659","10.1109/ISTAS65609.2025.11269659","Security Degradation in Iterative AI Code Generation: A Systematic Analysis of the Paradox","2025","International Symposium on Technology and Society Proceedings","Not found","Evaluation Research","published"
"doi:10.7763/ijcte.2025.v17.1378","10.7763/IJCTE.2025.V17.1378","Bridging Language Barriers in Programming Education: Java Programming Assistance Tool for Sinhala Native Speakers","2025","International Journal of Computer Theory and Engineering","Not found","Evaluation Research","published"
"doi:10.1109/dsd67783.2025.00025","10.1109/DSD67783.2025.00025","Auto-repair without test cases: How LLMs fix compilation errors in large industrial embedded code","2025","Proceedings 2025 28th Euromicro Conference on Digital System Design Dsd 2025","Not found","Evaluation Research","published"
"doi:10.1109/icst62969.2025.10988960","10.1109/ICST62969.2025.10988960","Poster: Unit Testing Past vs. Present: Examining LLMs' Impact on Defect Detection and Efficiency","2025","2025 IEEE Conference on Software Testing Verification and Validation Icst 2025","Not found","Evaluation Research","published"
"doi:10.1109/icpc66645.2025.00040","10.1109/ICPC66645.2025.00040","Using Large Language Models to Generate Concise and Understandable Test Case Summaries","2025","IEEE International Conference on Program Comprehension","A","Evaluation Research","published"
"doi:10.1002/sd.70544","10.1002/sd.70544","Toward Agentic Environments: GenAI and the Convergence of AI, Sustainability, and Human-Centric Spaces","2025","Sustainable Development","Not found","Evaluation Research","published"
"doi:10.1109/ase63991.2025.00024","10.1109/ASE63991.2025.00024","""My productivity is boosted, but..."" Demystifying Users' Perception on AI Coding Assistants","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.1109/ubmk67458.2025.11206910","10.1109/UBMK67458.2025.11206910","ChatGPT Based Best Practices for Pair Programming","2025","International Conference on Computer Science and Engineering Ubmk","Not found","Evaluation Research","published"
"doi:10.1109/cai64502.2025.00266","10.1109/CAI64502.2025.00266","From Black Box to Open Book: An Emerging Transparency Imperative in Generative AI Codebases","2025","Proceedings 2025 IEEE Conference on Artificial Intelligence Cai 2025","Not found","Evaluation Research","published"
"doi:10.1109/icmi65310.2025.11139842","10.1109/ICMI65310.2025.11139842","Evaluating the Effectiveness of ChatGPT in Improving Code Quality","2025","2025 IEEE 4th International Conference on Computing and Machine Intelligence Icmi 2025 Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/sta66620.2025.11364940","10.1109/STA66620.2025.11364940","The Role of Machine Learning and Large Language Models in Software Testing and Validation","2025","2025 IEEE 22nd International Conference on Sciences and Techniques of Automatic Control and Computer Engineering Sta 2025 Conference Proceeding","Not found","Evaluation Research","published"
"doi:10.24251/hicss.2025.719","10.24251/hicss.2025.719","Can Generative AI Contribute to both productivity gains and human Flourishing, and in fine satisfaction at work? Research on GitHub Copilot use in Software Development","2025","Proceedings of the Annual Hawaii International Conference on System Sciences","Not found","Evaluation Research","published"
"doi:10.1109/southeastcon56624.2025.10971683","10.1109/SoutheastCon56624.2025.10971683","Transforming Software Architecture Design With Intelligent Assistants-A Comparative Analysis","2025","Conference Proceedings IEEE SOUTHEASTCON","Not found","Evaluation Research","published"
"doi:10.1109/iccta65425.2025.11166286","10.1109/ICCTA65425.2025.11166286","Employing Prompt Engineering for Generation of Bug Report: An Experience Report in Industry","2025","2025 11th International Conference on Computer Technology Applications Iccta 2025","Not found","Evaluation Research","published"
"doi:10.1109/botse67031.2025.00013","10.1109/BotSE67031.2025.00013","Supporting Brainstorming Activities with Bots in Software Engineering Education","2025","Proceedings 2025 IEEE ACM International Workshop on Bots in Software Engineering Botse 2025","Not found","Evaluation Research","published"
"doi:10.1109/cai64502.2025.00121","10.1109/CAI64502.2025.00121","Human Oversight Over Autonomous Task Execution in Sandbox Environments","2025","Proceedings 2025 IEEE Conference on Artificial Intelligence Cai 2025","Not found","Evaluation Research","published"
"doi:10.1109/acdsa65407.2025.11165833","10.1109/ACDSA65407.2025.11165833","Generative AI Efficiency and Effectiveness in Software Project Documentation Review Process","2025","International Conference on Artificial Intelligence Computer Data Sciences and Applications Acdsa 2025","Not found","Evaluation Research","published"
"doi:10.1109/esem64174.2025.00061","10.1109/ESEM64174.2025.00061","From Assessment to Enhancement of Pull Requests at Scale: Aligning Code Reviews with Developer Competencies Using Large Language Models","2025","International Symposium on Empirical Software Engineering and Measurement","A","Evaluation Research","published"
"doi:10.1109/trustcom66490.2025.00026","10.1109/Trustcom66490.2025.00026","AutoPentester: An LLM Agent-based Framework for Automated Pentesting","2025","Proceedings of the IEEE International Conference on Trust Security and Privacy in Computing and Communications Trustcom","Not found","Evaluation Research","published"
"doi:10.24251/hicss.2025.522","10.24251/hicss.2025.522","Customer - Software Agent Negotiations Using Large Language Model: An Experimental Study","2025","Proceedings of the Annual Hawaii International Conference on System Sciences","Not found","Evaluation Research","published"
"doi:10.1109/ase63991.2025.00251","10.1109/ASE63991.2025.00251","Who's to Blame? Rethinking the Brittleness of Automated Web GUI Testing from a Pragmatic Perspective","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.1109/saner64311.2025.00015","10.1109/SANER64311.2025.00015","Why Do Developers Engage with ChatGPT in Issue-Tracker? Investigating Usage and Reliance on ChatGPT-Generated Code","2025","Proceedings 2025 IEEE International Conference on Software Analysis Evolution and Reengineering Saner 2025","Not found","Evaluation Research","published"
"doi:10.1109/sita67914.2025.11273637","10.1109/SITA67914.2025.11273637","MAGISTER: LLM-Based Test Generation with Role-Specialized Agents","2025","Sita 2025 15th International Conference on Intelligent Systems Theories and Applications","Not found","Evaluation Research","published"
"doi:10.1109/icoailo66760.2025.11156083","10.1109/ICoAILO66760.2025.11156083","A Guideline for the Adoption of Generative AI to Support Secure Software Development Life Cycle (SSDLC): A Case Study of ChatGPT","2025","Proceedings 2025 IEEE International Conference on Artificial Intelligence for Learning and Optimization Icoailo 2025","Not found","Evaluation Research","published"
"doi:10.1109/saner64311.2025.00018","10.1109/SANER64311.2025.00018","Experiences on Using Large Language Models to Re-Engineer a Legacy System at Volvo Group","2025","Proceedings 2025 IEEE International Conference on Software Analysis Evolution and Reengineering Saner 2025","Not found","Evaluation Research","published"
"doi:10.1109/icodse68111.2025.11351919","10.1109/ICoDSE68111.2025.11351919","A Mobile Application Front-End for Presenting Explainable AI Results in Diabetes Risk Estimation","2025","Proceedings of 2025 IEEE International Conference on Data and Software Engineering Icodse 2025","Not found","Evaluation Research","published"
"doi:10.1109/icpc66645.2025.00056","10.1109/ICPC66645.2025.00056","Quality In, Quality Out: Investigating Training Data's Role in AI Code Generation","2025","IEEE International Conference on Program Comprehension","A","Evaluation Research","published"
"doi:10.1109/fie63693.2025.11328290","10.1109/FIE63693.2025.11328290","Use of Generative AI Tools in Software Quality Assurance Work","2025","Proceedings Frontiers in Education Conference Fie","Not found","Evaluation Research","published"
"doi:10.1109/icodsa67155.2025.11157184","10.1109/ICoDSA67155.2025.11157184","LLM-Based Chatbot for the Indonesia University IT Service Desk: Integrating DeepSeek-v3 API and a RAG Approach","2025","2025 International Conference on Data Science and Its Applications Icodsa 2025","Not found","Evaluation Research","published"
